Species,shape,size,color,density,id.distance,approach.dist,perception.dist,perception.angle,prey.type,max.acceleration,max.sustained.speed,burst.speed,length-surface,drag-coefficient,lw-a,lw-b,water-density,B1.name,B1.frequency,B1.detectability,B1.schooling?,B1.schoolmate.dist,B1.align.w,B1.center.w,B1.spacing.w,B1.wander.w,B1.rest.w,B1.cruise.w,B1.picked.patch.dist,B1.patch.gathering.w,B1.predator.avoidance.w,B1.prey.chasing.w,B1.diver.avoidance.w,B2.name,B2.frequency,B2.detectability,B2.schooling?,B2.schoolmate.dist,B2.align.w,B2.center.w,B2.spacing.w,B2.wander.w,B2.rest.w,B2.cruise.w,B2.picked.patch.dist,B2.patch.gathering.w,B2.predator.avoidance.w,B2.prey.chasing.w,B2.diver.avoidance.w,B3.name,B3.frequency,B3.detectability,B3.schooling?,B3.schoolmate.dist,B3.align.w,B3.center.w,B3.spacing.w,B3.wander.w,B3.rest.w,B3.cruise.w,B3.picked.patch.dist,B3.patch.gathering.w,B3.predator.avoidance.w,B3.prey.chasing.w,B3.diver.avoidance.w,B4.name,B4.frequency,B4.detectability,B4.schooling?,B4.schoolmate.dist,B4.align.w,B4.center.w,B4.spacing.w,B4.wander.w,B4.rest.w,B4.cruise.w,B4.picked.patch.dist,B4.patch.gathering.w,B4.predator.avoidance.w,B4.prey.chasing.w,B4.diver.avoidance.w
Schooling,fish top,0.2,9.9,0.3,4,1,0.35,320,benthic,0.2,0.5,2.6,0.4,0.011,0.01989,2.8571,Seawater - 1027 Kg/m3,wandering,0.5,1,TRUE,1,5,6,15,3,0,0,1,0,10,0,10,feeding,0.2,1,TRUE,1,1,2,5,1,1,0,1,10,10,0,10,stationary,0.3,1,TRUE,1,5,6,15,1,7,0,1,0,10,0,10,n/a,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0
